State,City,Venue,,Zone,Section,Row,Qty,Price
CA,Los Angeles,Crypto.com Arena,05/31/24,Floor,Flr 6,13,2,357.3
CA,Los Angeles,Crypto.com Arena,05/31/24,Middle Level,206,10,2,223.2
CA,Los Angeles,Crypto.com Arena,05/31/24,Lower Level,104,9,4,179.84
CA,Los Angeles,Crypto.com Arena,05/31/24,Floor,FLR 7,3,6,266.11
CA,Los Angeles,Crypto.com Arena,05/31/24,Lower Level,104,15,2,177.9
CA,Los Angeles,Crypto.com Arena,05/31/24,Upper Level,316,10,6,104.78
CA,Los Angeles,Crypto.com Arena,05/31/24,Upper Level,311,6,2,94.09
CA,Los Angeles,Crypto.com Arena,05/31/24,Upper Level,309,1,4,213.89
CA,Los Angeles,Crypto.com Arena,05/31/24,Upper Level,303,4,4,112.62
CA,Los Angeles,Crypto.com Arena,05/31/24,Lower Level,103,18,3,210.58
CA,Los Angeles,Crypto.com Arena,05/31/24,Lower Level,114,18W,6,216.25
CA,Los Angeles,Crypto.com Arena,05/31/24,Upper Level,313,8,2,158.05
CA,Los Angeles,Crypto.com Arena,05/31/24,Upper Level,304,10,2,94.3
CA,Los Angeles,Crypto.com Arena,05/31/24,Lower Level,118,20,4,308.13
CA,Los Angeles,Crypto.com Arena,05/31/24,Upper Level,310,3,6,105.73
CA,Los Angeles,Crypto.com Arena,05/31/24,Lower Level,109,3,2,380.25
CA,Los Angeles,Crypto.com Arena,05/31/24,Lower Level,103,5,3,374.4
CA,Los Angeles,Crypto.com Arena,05/31/24,Lower Level,104,15,2,185.06
CA,Los Angeles,Crypto.com Arena,05/31/24,Floor,Flr 6,7,2,262.19
CA,Los Angeles,Crypto.com Arena,05/31/24,Upper Level,314,12,4,145.6
CA,Los Angeles,Crypto.com Arena,05/31/24,Upper Level,313,10,2,92.1
CA,Los Angeles,Crypto.com Arena,05/31/24,Upper Level,307,8,4,118.3
CA,Los Angeles,Crypto.com Arena,05/31/24,Upper Level,311,,2,142.53
CA,Los Angeles,Crypto.com Arena,05/31/24,Floor,Flr 6,12,2,223.1
CA,Los Angeles,Crypto.com Arena,05/31/24,Lower Level,108,7,6,145.5
CA,Los Angeles,Crypto.com Arena,05/31/24,Floor,4,9,2,425.88
CA,Los Angeles,Crypto.com Arena,05/31/24,Floor,FLR 7,10,2,203.4
CA,Los Angeles,Crypto.com Arena,05/31/24,Lower Level,102,13,2,214.86
CA,Los Angeles,Crypto.com Arena,05/31/24,Upper Level,306,3,2,126.53
CA,Los Angeles,Crypto.com Arena,05/31/24,Upper Level,312,5,2,121.46
CA,Los Angeles,Crypto.com Arena,05/31/24,Upper Level,332,,3,132.22
CA,Los Angeles,Crypto.com Arena,05/31/24,Lower Level,108,9,2,182.53
CA,Los Angeles,Crypto.com Arena,05/31/24,Lower Level,103,5,3,405.18
CA,Los Angeles,Crypto.com Arena,05/31/24,Upper Level,313,6,4,118.77
CA,Los Angeles,Crypto.com Arena,05/31/24,Upper Level,321,7,6,115.99
CA,Los Angeles,Crypto.com Arena,05/31/24,Lower Level,114,11,4,204.35
CA,Los Angeles,Crypto.com Arena,05/31/24,Lower Level,103,18,3,232.71
CA,Los Angeles,Crypto.com Arena,05/31/24,Lower Level,103,4,6,369.88
CA,Los Angeles,Crypto.com Arena,05/31/24,Lower Level,118,18,3,291.01
CA,Los Angeles,Crypto.com Arena,05/31/24,Lower Level,117,11,3,204.73
CA,Los Angeles,Crypto.com Arena,05/31/24,Lower Level,114,18W,6,203.98
CA,Los Angeles,Crypto.com Arena,05/31/24,Lower Level,106,15,1,186.48
CA,Los Angeles,Crypto.com Arena,05/31/24,Lower Level,117,13,7,203.87
CA,Los Angeles,Crypto.com Arena,05/31/24,Lower Level,118,18,2,299
CA,Los Angeles,Crypto.com Arena,05/31/24,Lower Level,118,20,4,295.95
CA,Los Angeles,Crypto.com Arena,05/31/24,Upper Level,309,1,7,149.39
CA,Los Angeles,Crypto.com Arena,05/31/24,Middle Level,205,3,2,179.58
CA,Los Angeles,Crypto.com Arena,05/31/24,Floor,Flr 5,17,4,427.41
CA,Los Angeles,Crypto.com Arena,05/31/24,Lower Level,109,6,3,285.5
CA,Los Angeles,Crypto.com Arena,05/31/24,Middle Level,210,1,2,229.38
CA,Los Angeles,Crypto.com Arena,05/30/24,Upper Level,312,8,2,122.4
CA,Los Angeles,Crypto.com Arena,05/30/24,Lower Level,112,,2,284.07
CA,Los Angeles,Crypto.com Arena,05/30/24,Upper Level,313,7,1,98.55
CA,Los Angeles,Crypto.com Arena,05/30/24,Middle Level,206,8,2,176.4
CA,Los Angeles,Crypto.com Arena,05/30/24,Upper Level,313,7,1,98.55
CA,Los Angeles,Crypto.com Arena,05/30/24,Upper Level,316,,4,180
CA,Los Angeles,Crypto.com Arena,05/30/24,Upper Level,304,,4,175.5
CA,Los Angeles,Crypto.com Arena,05/30/24,Floor,FLR 7,1,1,427.66
CA,Los Angeles,Crypto.com Arena,05/30/24,Lower Level,113,17,1,262.66
CA,Los Angeles,Crypto.com Arena,05/30/24,Lower Level,110,20,1,201.58
CA,Los Angeles,Crypto.com Arena,05/30/24,Middle Level,210,9,2,163.17
CA,Los Angeles,Crypto.com Arena,05/30/24,Middle Level,208,6,2,130.47
CA,Los Angeles,Crypto.com Arena,05/30/24,Upper Level,313,9,2,91.79
CA,Los Angeles,Crypto.com Arena,05/30/24,Lower Level,102,18,2,225.61
CA,Los Angeles,Crypto.com Arena,05/30/24,Lower Level,109,11,1,201.58
CA,Los Angeles,Crypto.com Arena,05/30/24,Lower Level,113,13,2,262.66
CA,Los Angeles,Crypto.com Arena,05/30/24,Upper Level,307,6,1,113.22
CA,Los Angeles,Crypto.com Arena,05/30/24,Upper Level,305,5,2,136.53
CA,Los Angeles,Crypto.com Arena,05/30/24,Floor,3,21,2,394.43
CA,Los Angeles,Crypto.com Arena,05/30/24,Lower Level,106,4,2,362.54
CA,Los Angeles,Crypto.com Arena,05/30/24,Floor,Flr 5,1,1,626.83
